unique_sample_id	raw_image_id	experiment_type	replicate	timepoint	animal_id	image_id	image_type	treatment	is_control	raw_image_path	curated_image_id	curated_image_path	segmentation_path	notes
R2-T1-A2-I0-MAX	MAX_T1_2	timeseries	R2	T1	2	0	max_projection	none	False	241014_timepoint_live_R2/T1/MAX_T1_2.tif	NA	NA	NA	NA
R2-T1-A3-I0-MAX	MAX_T1_3	timeseries	R2	T1	3	0	max_projection	none	False	241014_timepoint_live_R2/T1/MAX_T1_3.tif	NA	NA	NA	NA
R2-T1-A4-I0-MAX	MAX_T1_4	timeseries	R2	T1	4	0	max_projection	none	False	241014_timepoint_live_R2/T1/MAX_T1_4.tif	NA	NA	NA	NA
R2-T1-A4-I1-MAX	MAX_T1_4_0001	timeseries	R2	T1	4	1	max_projection	none	False	241014_timepoint_live_R2/T1/MAX_T1_4_0001.tif	NA	NA	NA	NA
R2-T1-A5-I1-PRI	T1_5_0001	timeseries	R2	T1	5	1	primary	none	False	241014_timepoint_live_R2/T1/T1_5_0001.tif	NA	NA	NA	NA
R2-T1-A5-I2-MAX	MAX_T1_5_0002	timeseries	R2	T1	5	2	max_projection	none	False	241014_timepoint_live_R2/T1/MAX_T1_5_0002.tif	NA	NA	NA	NA
R2-T1-A5-I3-MAX	MAX_T1_5_0003	timeseries	R2	T1	5	3	max_projection	none	False	241014_timepoint_live_R2/T1/MAX_T1_5_0003.tif	NA	NA	NA	NA
R2-T1-A5-I4-PRI	T1_5_0004	timeseries	R2	T1	5	4	primary	none	False	241014_timepoint_live_R2/T1/T1_5_0004.tif	NA	NA	NA	NA
R2-T1-A6-I0-PRI	T1_6	timeseries	R2	T1	6	0	primary	none	False	241014_timepoint_live_R2/T1/T1_6.tif	NA	NA	NA	NA
R2-T1-A6-I1-PRI	T1_6_0001	timeseries	R2	T1	6	1	primary	none	False	241014_timepoint_live_R2/T1/T1_6_0001.tif	NA	NA	NA	NA
R2-T1-A6-I2-PRI	T1_6_0002	timeseries	R2	T1	6	2	primary	none	False	241014_timepoint_live_R2/T1/T1_6_0002.tif	NA	NA	NA	NA
R2-T1-A6-I3-MAX	MAX_T1_6_0003	timeseries	R2	T1	6	3	max_projection	none	False	241014_timepoint_live_R2/T1/MAX_T1_6_0003.tif	NA	NA	NA	NA
R2-T1-A7-I0-MAX	MAX_T1_7	timeseries	R2	T1	7	0	max_projection	none	False	241014_timepoint_live_R2/T1/MAX_T1_7.tif	NA	NA	NA	NA
R2-T1-A7-I1-MAX	MAX_T1_7_0001	timeseries	R2	T1	7	1	max_projection	none	False	241014_timepoint_live_R2/T1/MAX_T1_7_0001.tif	NA	NA	NA	NA
R2-T1-A8-I0-MAX	MAX_T1_8	timeseries	R2	T1	8	0	max_projection	none	False	241014_timepoint_live_R2/T1/MAX_T1_8.tif	NA	NA	NA	NA
R2-T1-A8-I1-MAX	MAX_T1_8_0001	timeseries	R2	T1	8	1	max_projection	none	False	241014_timepoint_live_R2/T1/MAX_T1_8_0001.tif	NA	NA	NA	NA
R2-T1-A9-I1-MAX	MAX_T1_9_0001	timeseries	R2	T1	9	1	max_projection	none	False	241014_timepoint_live_R2/T1/MAX_T1_9_0001.tif	NA	NA	NA	NA
R2-T10-A1-I1-MAX	MAX_T10_1_0001	timeseries	R2	T10	1	1	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_1_0001.tif	NA	NA	NA	NA
R2-T10-A1-I2-MAX	MAX_T10_1_0002	timeseries	R2	T10	1	2	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_1_0002.tif	NA	NA	NA	NA
R2-T10-A10-I0-MAX	MAX_T10_10	timeseries	R2	T10	10	0	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_10.tif	NA	NA	NA	NA
R2-T10-A10-I1-MAX	MAX_T10_10_0001	timeseries	R2	T10	10	1	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_10_0001.tif	NA	NA	NA	NA
R2-T10-A11-I0-MAX	MAX_T10_11	timeseries	R2	T10	11	0	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_11.tif	NA	NA	NA	NA
R2-T10-A12-I2-MAX	MAX_T10_12_0002	timeseries	R2	T10	12	2	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_12_0002.tif	NA	NA	NA	NA
R2-T10-A12-I3-MAX	MAX_T10_12_0003	timeseries	R2	T10	12	3	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_12_0003.tif	NA	NA	NA	NA
R2-T10-A13-I0-MAX	MAX_T10_13	timeseries	R2	T10	13	0	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_13.tif	NA	NA	NA	NA
R2-T10-A13-I1-MAX	MAX_T10_13_0001	timeseries	R2	T10	13	1	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_13_0001.tif	NA	NA	NA	NA
R2-T10-A14-I0-MAX	MAX_T10_14	timeseries	R2	T10	14	0	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_14.tif	NA	NA	NA	NA
R2-T10-A14-I1-MAX	MAX_T10_14_0001	timeseries	R2	T10	14	1	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_14_0001.tif	NA	NA	NA	NA
R2-T10-A16-I0-MAX	MAX_T10_16	timeseries	R2	T10	16	0	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_16.tif	NA	NA	NA	NA
R2-T10-A16-I1-MAX	MAX_T10_16_0001	timeseries	R2	T10	16	1	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_16_0001.tif	NA	NA	NA	NA
R2-T10-A17-I0-MAX	MAX_T10_17	timeseries	R2	T10	17	0	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_17.tif	NA	NA	NA	NA
R2-T10-A17-I1-MAX	MAX_T10_17_0001	timeseries	R2	T10	17	1	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_17_0001.tif	NA	NA	NA	NA
R2-T10-A18-I0-MAX	MAX_T10_18	timeseries	R2	T10	18	0	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_18.tif	NA	NA	NA	NA
R2-T10-A2-I0-MAX	MAX_T10_2	timeseries	R2	T10	2	0	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_2.tif	NA	NA	NA	NA
R2-T10-A2-I1-MAX	MAX_T10_2_0001	timeseries	R2	T10	2	1	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_2_0001.tif	NA	NA	NA	NA
R2-T10-A4-I0-MAX	MAX_T10_4	timeseries	R2	T10	4	0	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_4.tif	NA	NA	NA	NA
R2-T10-A4-I1-MAX	MAX_T10_4_0001	timeseries	R2	T10	4	1	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_4_0001.tif	NA	NA	NA	NA
R2-T10-A5-I0-MAX	MAX_T10_5	timeseries	R2	T10	5	0	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_5.tif	NA	NA	NA	NA
R2-T10-A5-I1-MAX	MAX_T10_5_0001	timeseries	R2	T10	5	1	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_5_0001.tif	NA	NA	NA	NA
R2-T10-A6-I0-MAX	MAX_T10_6	timeseries	R2	T10	6	0	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_6.tif	NA	NA	NA	NA
R2-T10-A8-I0-MAX	MAX_T10_8	timeseries	R2	T10	8	0	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_8.tif	NA	NA	NA	NA
R2-T10-A8-I1-MAX	MAX_T10_8_0001	timeseries	R2	T10	8	1	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_8_0001.tif	NA	NA	NA	NA
R2-T10-A8-I2-MAX	MAX_T10_8_0002	timeseries	R2	T10	8	2	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_8_0002.tif	NA	NA	NA	NA
R2-T10-A9-I0-MAX	MAX_T10_9	timeseries	R2	T10	9	0	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_9.tif	NA	NA	NA	NA
R2-T10-A9-I1-MAX	MAX_T10_9_0001	timeseries	R2	T10	9	1	max_projection	none	False	241014_timepoint_live_R2/T10/MAX_T10_9_0001.tif	NA	NA	NA	NA
R2-T2-A1-I0-MAX	MAX_T2_1	timeseries	R2	T2	1	0	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_1.tif	NA	NA	NA	NA
R2-T2-A1-I1-MAX	MAX_T2_1_0001	timeseries	R2	T2	1	1	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_1_0001.tif	NA	NA	NA	NA
R2-T2-A10-I0-MAX	MAX_T2_10	timeseries	R2	T2	10	0	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_10.tif	NA	NA	NA	NA
R2-T2-A10-I1-MAX	MAX_T2_10_0001	timeseries	R2	T2	10	1	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_10_0001.tif	NA	NA	NA	NA
R2-T2-A11-I0-MAX	MAX_T2_11	timeseries	R2	T2	11	0	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_11.tif	NA	NA	NA	NA
R2-T2-A11-I1-MAX	MAX_T2_11_0001	timeseries	R2	T2	11	1	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_11_0001.tif	NA	NA	NA	NA
R2-T2-A12-I1-MAX	MAX_T2_12_0001	timeseries	R2	T2	12	1	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_12_0001.tif	NA	NA	NA	NA
R2-T2-A13-I0-MAX	MAX_T2_13	timeseries	R2	T2	13	0	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_13.tif	NA	NA	NA	NA
R2-T2-A13-I1-MAX	MAX_T2_13_0001	timeseries	R2	T2	13	1	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_13_0001.tif	NA	NA	NA	NA
R2-T2-A14-I0-MAX	MAX_T2_14	timeseries	R2	T2	14	0	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_14.tif	NA	NA	NA	NA
R2-T2-A14-I1-MAX	MAX_T2_14_0001	timeseries	R2	T2	14	1	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_14_0001.tif	NA	NA	NA	NA
R2-T2-A16-I0-MAX	MAX_T2_16	timeseries	R2	T2	16	0	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_16.tif	NA	NA	NA	NA
R2-T2-A2-I0-MAX	MAX_T2_2	timeseries	R2	T2	2	0	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_2.tif	NA	NA	NA	NA
R2-T2-A2-I1-MAX	MAX_T2_2_0001	timeseries	R2	T2	2	1	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_2_0001.tif	NA	NA	NA	NA
R2-T2-A3-I0-MAX	MAX_T2_3	timeseries	R2	T2	3	0	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_3.tif	NA	NA	NA	NA
R2-T2-A3-I1-MAX	MAX_T2_3_0001	timeseries	R2	T2	3	1	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_3_0001.tif	NA	NA	NA	NA
R2-T2-A4-I0-MAX	MAX_T2_4	timeseries	R2	T2	4	0	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_4.tif	NA	NA	NA	NA
R2-T2-A4-I1-MAX	MAX_T2_4_0001	timeseries	R2	T2	4	1	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_4_0001.tif	NA	NA	NA	NA
R2-T2-A5-I0-MAX	MAX_T2_5	timeseries	R2	T2	5	0	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_5.tif	NA	NA	NA	NA
R2-T2-A5-I1-MAX	MAX_T2_5_0001	timeseries	R2	T2	5	1	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_5_0001.tif	NA	NA	NA	NA
R2-T2-A6-I0-MAX	MAX_T2_6	timeseries	R2	T2	6	0	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_6.tif	NA	NA	NA	NA
R2-T2-A6-I1-MAX	MAX_T2_6_0001	timeseries	R2	T2	6	1	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_6_0001.tif	NA	NA	NA	NA
R2-T2-A7-I0-MAX	MAX_T2_7	timeseries	R2	T2	7	0	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_7.tif	NA	NA	NA	NA
R2-T2-A8-I0-MAX	MAX_T2_8	timeseries	R2	T2	8	0	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_8.tif	NA	NA	NA	NA
R2-T2-A8-I1-MAX	MAX_T2_8_0001	timeseries	R2	T2	8	1	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_8_0001.tif	NA	NA	NA	NA
R2-T2-A9-I0-MAX	MAX_T2_9	timeseries	R2	T2	9	0	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_9.tif	NA	NA	NA	NA
R2-T2-A9-I1-MAX	MAX_T2_9_0001	timeseries	R2	T2	9	1	max_projection	none	False	241014_timepoint_live_R2/T2/MAX_T2_9_0001.tif	NA	NA	NA	NA
R2-T20-A1-I0-MAX	MAX_R2_T20_1	timeseries	R2	T20	1	0	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_1.tif	NA	NA	NA	NA
R2-T20-A1-I1-MAX	MAX_R2_T20_1_0001	timeseries	R2	T20	1	1	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_1_0001.tif	NA	NA	NA	NA
R2-T20-A10-I0-MAX	MAX_R2_T20_10	timeseries	R2	T20	10	0	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_10.tif	NA	NA	NA	NA
R2-T20-A11-I0-MAX	MAX_R2_T20_11	timeseries	R2	T20	11	0	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_11.tif	NA	NA	NA	NA
R2-T20-A11-I1-MAX	MAX_R2_T20_11_0001	timeseries	R2	T20	11	1	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_11_0001.tif	NA	NA	NA	NA
R2-T20-A13-I0-MAX	MAX_R2_T20_13	timeseries	R2	T20	13	0	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_13.tif	NA	NA	NA	NA
R2-T20-A14-I0-MAX	MAX_R2_T20_14	timeseries	R2	T20	14	0	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_14.tif	NA	NA	NA	NA
R2-T20-A15-I0-MAX	MAX_R2_T20_15	timeseries	R2	T20	15	0	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_15.tif	NA	NA	NA	NA
R2-T20-A16-I0-MAX	MAX_R2_T20_16	timeseries	R2	T20	16	0	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_16.tif	NA	NA	NA	NA
R2-T20-A16-I1-MAX	MAX_R2_T20_16_0001	timeseries	R2	T20	16	1	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_16_0001.tif	NA	NA	NA	NA
R2-T20-A17-I0-MAX	MAX_R2_T20_17	timeseries	R2	T20	17	0	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_17.tif	NA	NA	NA	NA
R2-T20-A17-I1-MAX	MAX_R2_T20_17_0001	timeseries	R2	T20	17	1	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_17_0001.tif	NA	NA	NA	NA
R2-T20-A18-I0-MAX	MAX_R2_T20_18	timeseries	R2	T20	18	0	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_18.tif	NA	NA	NA	NA
R2-T20-A18-I1-MAX	MAX_R2_T20_18_0001	timeseries	R2	T20	18	1	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_18_0001.tif	NA	NA	NA	NA
R2-T20-A2-I0-MAX	MAX_R2_T20_2	timeseries	R2	T20	2	0	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_2.tif	NA	NA	NA	NA
R2-T20-A2-I1-MAX	MAX_R2_T20_2_0001	timeseries	R2	T20	2	1	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_2_0001.tif	NA	NA	NA	NA
R2-T20-A2-I2-MAX	MAX_R2_T20_2_0002	timeseries	R2	T20	2	2	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_2_0002.tif	NA	NA	NA	NA
R2-T20-A3-I0-MAX	MAX_R2_T20_3	timeseries	R2	T20	3	0	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_3.tif	NA	NA	NA	NA
R2-T20-A3-I1-MAX	MAX_R2_T20_3_0001	timeseries	R2	T20	3	1	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_3_0001.tif	NA	NA	NA	NA
R2-T20-A4-I0-MAX	MAX_R2_T20_4	timeseries	R2	T20	4	0	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_4.tif	NA	NA	NA	NA
R2-T20-A4-I2-MAX	MAX_R2_T20_4_0002	timeseries	R2	T20	4	2	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_4_0002.tif	NA	NA	NA	NA
R2-T20-A5-I0-MAX	MAX_R2_T20_5	timeseries	R2	T20	5	0	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_5.tif	NA	NA	NA	NA
R2-T20-A5-I1-MAX	MAX_R2_T20_5_0001	timeseries	R2	T20	5	1	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_5_0001.tif	NA	NA	NA	NA
R2-T20-A5-I2-MAX	MAX_R2_T20_5_0002	timeseries	R2	T20	5	2	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_5_0002.tif	NA	NA	NA	NA
R2-T20-A6-I0-MAX	MAX_R2_T20_6	timeseries	R2	T20	6	0	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_6.tif	NA	NA	NA	NA
R2-T20-A6-I1-MAX	MAX_R2_T20_6_0001	timeseries	R2	T20	6	1	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_6_0001.tif	NA	NA	NA	NA
R2-T20-A6-I2-MAX	MAX_R2_T20_6_0002	timeseries	R2	T20	6	2	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_6_0002.tif	NA	NA	NA	NA
R2-T20-A7-I0-MAX	MAX_R2_T20_7	timeseries	R2	T20	7	0	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_7.tif	NA	NA	NA	NA
R2-T20-A7-I1-MAX	MAX_R2_T20_7_0001	timeseries	R2	T20	7	1	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_7_0001.tif	NA	NA	NA	NA
R2-T20-A8-I0-MAX	MAX_R2_T20_8	timeseries	R2	T20	8	0	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_8.tif	NA	NA	NA	NA
R2-T20-A8-I1-MAX	MAX_R2_T20_8_0001	timeseries	R2	T20	8	1	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_8_0001.tif	NA	NA	NA	NA
R2-T20-A9-I0-MAX	MAX_R2_T20_9	timeseries	R2	T20	9	0	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_9.tif	NA	NA	NA	NA
R2-T20-A9-I1-MAX	MAX_R2_T20_9_0001	timeseries	R2	T20	9	1	max_projection	none	False	241014_timepoint_live_R2/T20/MAX_R2_T20_9_0001.tif	NA	NA	NA	NA
R2-T21-A10-I0-MAX	MAX_R2_T21_10	timeseries	R2	T21	10	0	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_10.tif	NA	NA	NA	NA
R2-T21-A11-I0-MAX	MAX_R2_T21_11	timeseries	R2	T21	11	0	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_11.tif	NA	NA	NA	NA
R2-T21-A11-I1-MAX	MAX_R2_T21_11_0001	timeseries	R2	T21	11	1	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_11_0001.tif	NA	NA	NA	NA
R2-T21-A12-I0-MAX	MAX_R2_T21_12	timeseries	R2	T21	12	0	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_12.tif	NA	NA	NA	NA
R2-T21-A12-I1-MAX	MAX_R2_T21_12_0001	timeseries	R2	T21	12	1	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_12_0001.tif	NA	NA	NA	NA
R2-T21-A13-I0-MAX	MAX_R2_T21_13	timeseries	R2	T21	13	0	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_13.tif	NA	NA	NA	NA
R2-T21-A13-I1-MAX	MAX_R2_T21_13_0001	timeseries	R2	T21	13	1	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_13_0001.tif	NA	NA	NA	NA
R2-T21-A13-I2-MAX	MAX_R2_T21_13_0002	timeseries	R2	T21	13	2	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_13_0002.tif	NA	NA	NA	NA
R2-T21-A14-I0-MAX	MAX_R2_T21_14	timeseries	R2	T21	14	0	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_14.tif	NA	NA	NA	NA
R2-T21-A14-I1-MAX	MAX_R2_T21_14_0001	timeseries	R2	T21	14	1	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_14_0001.tif	NA	NA	NA	NA
R2-T21-A14-I2-MAX	MAX_R2_T21_14_0002	timeseries	R2	T21	14	2	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_14_0002.tif	NA	NA	NA	NA
R2-T21-A15-I0-MAX	MAX_R2_T21_15	timeseries	R2	T21	15	0	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_15.tif	NA	NA	NA	NA
R2-T21-A15-I1-MAX	MAX_R2_T21_15_0001	timeseries	R2	T21	15	1	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_15_0001.tif	NA	NA	NA	NA
R2-T21-A2-I0-MAX	MAX_R2_T21_2	timeseries	R2	T21	2	0	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_2.tif	NA	NA	NA	NA
R2-T21-A2-I1-MAX	MAX_R2_T21_2_0001	timeseries	R2	T21	2	1	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_2_0001.tif	NA	NA	NA	NA
R2-T21-A2-I2-MAX	MAX_R2_T21_2_0002	timeseries	R2	T21	2	2	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_2_0002.tif	NA	NA	NA	NA
R2-T21-A3-I0-MAX	MAX_R2_T21_3	timeseries	R2	T21	3	0	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_3.tif	NA	NA	NA	NA
R2-T21-A3-I1-MAX	MAX_R2_T21_3_0001	timeseries	R2	T21	3	1	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_3_0001.tif	NA	NA	NA	NA
R2-T21-A3-I2-MAX	MAX_R2_T21_3_0002	timeseries	R2	T21	3	2	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_3_0002.tif	NA	NA	NA	NA
R2-T21-A4-I0-MAX	MAX_R2_T21_4	timeseries	R2	T21	4	0	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_4.tif	NA	NA	NA	NA
R2-T21-A4-I1-MAX	MAX_R2_T21_4_0001	timeseries	R2	T21	4	1	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_4_0001.tif	NA	NA	NA	NA
R2-T21-A5-I0-MAX	MAX_R2_T21_5	timeseries	R2	T21	5	0	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_5.tif	NA	NA	NA	NA
R2-T21-A5-I1-MAX	MAX_R2_T21_5_0001	timeseries	R2	T21	5	1	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_5_0001.tif	NA	NA	NA	NA
R2-T21-A6-I0-MAX	MAX_R2_T21_6	timeseries	R2	T21	6	0	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_6.tif	NA	NA	NA	NA
R2-T21-A6-I1-MAX	MAX_R2_T21_6_0001	timeseries	R2	T21	6	1	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_6_0001.tif	NA	NA	NA	NA
R2-T21-A6-I2-MAX	MAX_R2_T21_6_0002	timeseries	R2	T21	6	2	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_6_0002.tif	NA	NA	NA	NA
R2-T21-A7-I0-MAX	MAX_R2_T21_7	timeseries	R2	T21	7	0	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_7.tif	NA	NA	NA	NA
R2-T21-A7-I1-MAX	MAX_R2_T21_7_0001	timeseries	R2	T21	7	1	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_7_0001.tif	NA	NA	NA	NA
R2-T21-A7-I2-MAX	MAX_R2_T21_7_0002	timeseries	R2	T21	7	2	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_7_0002.tif	NA	NA	NA	NA
R2-T21-A8-I0-MAX	MAX_R2_T21_8	timeseries	R2	T21	8	0	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_8.tif	NA	NA	NA	NA
R2-T21-A8-I1-MAX	MAX_R2_T21_8_0001	timeseries	R2	T21	8	1	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_8_0001.tif	NA	NA	NA	NA
R2-T21-A9-I0-MAX	MAX_R2_T21_9	timeseries	R2	T21	9	0	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_9.tif	NA	NA	NA	NA
R2-T21-A9-I1-MAX	MAX_R2_T21_9_0001	timeseries	R2	T21	9	1	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_9_0001.tif	NA	NA	NA	NA
R2-T21-A9-I2-MAX	MAX_R2_T21_9_0002	timeseries	R2	T21	9	2	max_projection	none	False	241014_timepoint_live_R2/T21/MAX_R2_T21_9_0002.tif	NA	NA	NA	NA
R2-T3-A1-I0-MAX	MAX_T3_1	timeseries	R2	T3	1	0	max_projection	none	False	241014_timepoint_live_R2/T3/MAX_T3_1.tif	NA	NA	NA	NA
R2-T3-A1-I1-MAX	MAX_T3_1_0001	timeseries	R2	T3	1	1	max_projection	none	False	241014_timepoint_live_R2/T3/MAX_T3_1_0001.tif	NA	NA	NA	NA
R2-T3-A10-I0-MAX	MAX_T3_10	timeseries	R2	T3	10	0	max_projection	none	False	241014_timepoint_live_R2/T3/MAX_T3_10.tif	NA	NA	NA	NA
R2-T3-A10-I1-MAX	MAX_T3_10_0001	timeseries	R2	T3	10	1	max_projection	none	False	241014_timepoint_live_R2/T3/MAX_T3_10_0001.tif	NA	NA	NA	NA
R2-T3-A11-I0-MAX	MAX_T3_11	timeseries	R2	T3	11	0	max_projection	none	False	241014_timepoint_live_R2/T3/MAX_T3_11.tif	NA	NA	NA	NA
R2-T3-A11-I1-MAX	MAX_T3_11_0001	timeseries	R2	T3	11	1	max_projection	none	False	241014_timepoint_live_R2/T3/MAX_T3_11_0001.tif	NA	NA	NA	NA
R2-T3-A12-I0-MAX	MAX_T3_12	timeseries	R2	T3	12	0	max_projection	none	False	241014_timepoint_live_R2/T3/MAX_T3_12.tif	NA	NA	NA	NA
R2-T3-A12-I1-MAX	MAX_T3_12_0001	timeseries	R2	T3	12	1	max_projection	none	False	241014_timepoint_live_R2/T3/MAX_T3_12_0001.tif	NA	NA	NA	NA
