unique_sample_id	raw_image_id	experiment_type	replicate	timepoint	animal_id	image_id	image_type	treatment	is_control	raw_image_path	curated_image_id	curated_image_path	segmentation_path	notes
R1-D1-A1-I0-PRI	CF_R1_D1_1	constant_fed	R1	D1	1	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_1.tif	NA	NA	NA	NA
R1-D1-A1-I1-PRI	CF_R1_D1_1_0001	constant_fed	R1	D1	1	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_1_0001.tif	NA	NA	NA	NA
R1-D1-A1-I2-PRI	CF_R1_D1_1_0002	constant_fed	R1	D1	1	2	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_1_0002.tif	NA	NA	NA	NA
R1-D1-A10-I0-PRI	CF_R1_D1_10	constant_fed	R1	D1	10	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_10.tif	NA	NA	NA	NA
R1-D1-A10-I1-PRI	CF_R1_D1_10_0001	constant_fed	R1	D1	10	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_10_0001.tif	NA	NA	NA	NA
R1-D1-A2-I0-PRI	CF_R1_D1_2	constant_fed	R1	D1	2	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_2.tif	NA	NA	NA	NA
R1-D1-A2-I1-PRI	CF_R1_D1_2_0001	constant_fed	R1	D1	2	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_2_0001.tif	NA	NA	NA	NA
R1-D1-A2-I2-PRI	CF_R1_D1_2_0002	constant_fed	R1	D1	2	2	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_2_0002.tif	NA	NA	NA	NA
R1-D1-A3-I0-PRI	CF_R1_D1_3	constant_fed	R1	D1	3	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_3.tif	NA	NA	NA	NA
R1-D1-A3-I1-PRI	CF_R1_D1_3_0001	constant_fed	R1	D1	3	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_3_0001.tif	NA	NA	NA	NA
R1-D1-A3-I2-PRI	CF_R1_D1_3_0002	constant_fed	R1	D1	3	2	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_3_0002.tif	NA	NA	NA	NA
R1-D1-A4-I0-PRI	CF_R1_D1_4	constant_fed	R1	D1	4	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_4.tif	NA	NA	NA	NA
R1-D1-A4-I1-PRI	CF_R1_D1_4_0001	constant_fed	R1	D1	4	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_4_0001.tif	NA	NA	NA	NA
R1-D1-A4-I2-PRI	CF_R1_D1_4_0002	constant_fed	R1	D1	4	2	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_4_0002.tif	NA	NA	NA	NA
R1-D1-A5-I0-PRI	CF_R1_D1_5	constant_fed	R1	D1	5	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_5.tif	NA	NA	NA	NA
R1-D1-A5-I1-PRI	CF_R1_D1_5_0001	constant_fed	R1	D1	5	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_5_0001.tif	NA	NA	NA	NA
R1-D1-A6-I0-PRI	CF_R1_D1_6	constant_fed	R1	D1	6	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_6.tif	NA	NA	NA	NA
R1-D1-A6-I1-PRI	CF_R1_D1_6_0001	constant_fed	R1	D1	6	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_6_0001.tif	NA	NA	NA	NA
R1-D1-A6-I2-PRI	CF_R1_D1_6_0002	constant_fed	R1	D1	6	2	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_6_0002.tif	NA	NA	NA	NA
R1-D1-A7-I0-PRI	CF_R1_D1_7	constant_fed	R1	D1	7	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_7.tif	NA	NA	NA	NA
R1-D1-A7-I1-PRI	CF_R1_D1_7_0001	constant_fed	R1	D1	7	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_7_0001.tif	NA	NA	NA	NA
R1-D1-A8-I0-PRI	CF_R1_D1_8	constant_fed	R1	D1	8	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_8.tif	NA	NA	NA	NA
R1-D1-A8-I1-PRI	CF_R1_D1_8_0001	constant_fed	R1	D1	8	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_8_0001.tif	NA	NA	NA	NA
R1-D1-A9-I0-PRI	CF_R1_D1_9	constant_fed	R1	D1	9	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_9.tif	NA	NA	NA	NA
R1-D1-A9-I1-PRI	CF_R1_D1_9_0001	constant_fed	R1	D1	9	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D1_9_0001.tif	NA	NA	NA	NA
R1-D2-A1-I0-PRI	CF_R1_D2_1	constant_fed	R1	D2	1	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_1.tif	NA	NA	NA	NA
R1-D2-A1-I1-PRI	CF_R1_D2_1_0001	constant_fed	R1	D2	1	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_1_0001.tif	NA	NA	NA	NA
R1-D2-A10-I0-PRI	CF_R1_D2_10	constant_fed	R1	D2	10	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_10.tif	NA	NA	NA	NA
R1-D2-A10-I1-PRI	CF_R1_D2_10_0001	constant_fed	R1	D2	10	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_10_0001.tif	NA	NA	NA	NA
R1-D2-A2-I0-PRI	CF_R1_D2_2	constant_fed	R1	D2	2	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_2.tif	NA	NA	NA	NA
R1-D2-A2-I1-PRI	CF_R1_D2_2_0001	constant_fed	R1	D2	2	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_2_0001.tif	NA	NA	NA	NA
R1-D2-A3-I0-PRI	CF_R1_D2_3	constant_fed	R1	D2	3	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_3.tif	NA	NA	NA	NA
R1-D2-A3-I1-PRI	CF_R1_D2_3_0001	constant_fed	R1	D2	3	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_3_0001.tif	NA	NA	NA	NA
R1-D2-A4-I0-PRI	CF_R1_D2_4	constant_fed	R1	D2	4	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_4.tif	NA	NA	NA	NA
R1-D2-A4-I1-PRI	CF_R1_D2_4_0001	constant_fed	R1	D2	4	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_4_0001.tif	NA	NA	NA	NA
R1-D2-A5-I0-PRI	CF_R1_D2_5	constant_fed	R1	D2	5	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_5.tif	NA	NA	NA	NA
R1-D2-A5-I1-PRI	CF_R1_D2_5_0001	constant_fed	R1	D2	5	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_5_0001.tif	NA	NA	NA	NA
R1-D2-A6-I0-PRI	CF_R1_D2_6	constant_fed	R1	D2	6	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_6.tif	NA	NA	NA	NA
R1-D2-A6-I1-PRI	CF_R1_D2_6_0001	constant_fed	R1	D2	6	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_6_0001.tif	NA	NA	NA	NA
R1-D2-A7-I0-PRI	CF_R1_D2_7	constant_fed	R1	D2	7	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_7.tif	NA	NA	NA	NA
R1-D2-A7-I1-PRI	CF_R1_D2_7_0001	constant_fed	R1	D2	7	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_7_0001.tif	NA	NA	NA	NA
R1-D2-A8-I0-PRI	CF_R1_D2_8	constant_fed	R1	D2	8	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_8.tif	NA	NA	NA	NA
R1-D2-A8-I1-PRI	CF_R1_D2_8_0001	constant_fed	R1	D2	8	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_8_0001.tif	NA	NA	NA	NA
R1-D2-A9-I0-PRI	CF_R1_D2_9	constant_fed	R1	D2	9	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_9.tif	NA	NA	NA	NA
R1-D2-A9-I1-PRI	CF_R1_D2_9_0001	constant_fed	R1	D2	9	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D2_9_0001.tif	NA	NA	NA	NA
R1-D3-A1-I0-PRI	CF_R1_D3_1	constant_fed	R1	D3	1	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_1.tif	NA	NA	NA	NA
R1-D3-A10-I0-PRI	CF_R1_D3_10	constant_fed	R1	D3	10	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_10.tif	NA	NA	NA	NA
R1-D3-A10-I1-PRI	CF_R1_D3_10_0001	constant_fed	R1	D3	10	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_10_0001.tif	NA	NA	NA	NA
R1-D3-A2-I0-PRI	CF_R1_D3_2	constant_fed	R1	D3	2	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_2.tif	NA	NA	NA	NA
R1-D3-A2-I1-PRI	CF_R1_D3_2_0001	constant_fed	R1	D3	2	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_2_0001.tif	NA	NA	NA	NA
R1-D3-A3-I0-PRI	CF_R1_D3_3	constant_fed	R1	D3	3	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_3.tif	NA	NA	NA	NA
R1-D3-A3-I1-PRI	CF_R1_D3_3_0001	constant_fed	R1	D3	3	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_3_0001.tif	NA	NA	NA	NA
R1-D3-A4-I0-PRI	CF_R1_D3_4	constant_fed	R1	D3	4	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_4.tif	NA	NA	NA	NA
R1-D3-A4-I1-PRI	CF_R1_D3_4_0001	constant_fed	R1	D3	4	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_4_0001.tif	NA	NA	NA	NA
R1-D3-A5-I1-PRI	CF_R1_D3_5_0001	constant_fed	R1	D3	5	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_5_0001.tif	NA	NA	NA	NA
R1-D3-A6-I0-PRI	CF_R1_D3_6	constant_fed	R1	D3	6	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_6.tif	NA	NA	NA	NA
R1-D3-A6-I1-PRI	CF_R1_D3_6_0001	constant_fed	R1	D3	6	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_6_0001.tif	NA	NA	NA	NA
R1-D3-A7-I0-PRI	CF_R1_D3_7	constant_fed	R1	D3	7	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_7.tif	NA	NA	NA	NA
R1-D3-A7-I1-PRI	CF_R1_D3_7_0001	constant_fed	R1	D3	7	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_7_0001.tif	NA	NA	NA	NA
R1-D3-A8-I0-PRI	CF_R1_D3_8	constant_fed	R1	D3	8	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_8.tif	NA	NA	NA	NA
R1-D3-A8-I1-PRI	CF_R1_D3_8_0001	constant_fed	R1	D3	8	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_8_0001.tif	NA	NA	NA	NA
R1-D3-A9-I0-PRI	CF_R1_D3_9	constant_fed	R1	D3	9	0	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_9.tif	NA	NA	NA	NA
R1-D3-A9-I1-PRI	CF_R1_D3_9_0001	constant_fed	R1	D3	9	1	primary	none	False	1_250720_constant_fed_raw/CF_R1_D3_9_0001.tif	NA	NA	NA	NA
R2-D1-A1-I0-PRI	CF_R2_D1_1	constant_fed	R2	D1	1	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_1.tif	NA	NA	NA	NA
R2-D1-A1-I1-PRI	CF_R2_D1_1_0001	constant_fed	R2	D1	1	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_1_0001.tif	NA	NA	NA	NA
R2-D1-A10-I0-PRI	CF_R2_D1_10	constant_fed	R2	D1	10	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_10.tif	NA	NA	NA	NA
R2-D1-A10-I1-PRI	CF_R2_D1_10_0001	constant_fed	R2	D1	10	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_10_0001.tif	NA	NA	NA	NA
R2-D1-A10-I2-PRI	CF_R2_D1_10_0002	constant_fed	R2	D1	10	2	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_10_0002.tif	NA	NA	NA	NA
R2-D1-A2-I0-PRI	CF_R2_D1_2	constant_fed	R2	D1	2	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_2.tif	NA	NA	NA	NA
R2-D1-A2-I1-PRI	CF_R2_D1_2_0001	constant_fed	R2	D1	2	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_2_0001.tif	NA	NA	NA	NA
R2-D1-A2-I2-PRI	CF_R2_D1_2_0002	constant_fed	R2	D1	2	2	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_2_0002.tif	NA	NA	NA	NA
R2-D1-A3-I0-PRI	CF_R2_D1_3	constant_fed	R2	D1	3	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_3.tif	NA	NA	NA	NA
R2-D1-A3-I1-PRI	CF_R2_D1_3_0001	constant_fed	R2	D1	3	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_3_0001.tif	NA	NA	NA	NA
R2-D1-A4-I0-PRI	CF_R2_D1_4	constant_fed	R2	D1	4	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_4.tif	NA	NA	NA	NA
R2-D1-A4-I1-PRI	CF_R2_D1_4_0001	constant_fed	R2	D1	4	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_4_0001.tif	NA	NA	NA	NA
R2-D1-A5-I1-PRI	CF_R2_D1_5_0001	constant_fed	R2	D1	5	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_5_0001.tif	NA	NA	NA	NA
R2-D1-A6-I0-PRI	CF_R2_D1_6	constant_fed	R2	D1	6	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_6.tif	NA	NA	NA	NA
R2-D1-A6-I1-PRI	CF_R2_D1_6_0001	constant_fed	R2	D1	6	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_6_0001.tif	NA	NA	NA	NA
R2-D1-A6-I2-PRI	CF_R2_D1_6_0002	constant_fed	R2	D1	6	2	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_6_0002.tif	NA	NA	NA	NA
R2-D1-A8-I0-PRI	CF_R2_D1_8	constant_fed	R2	D1	8	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_8.tif	NA	NA	NA	NA
R2-D1-A8-I1-PRI	CF_R2_D1_8_0001	constant_fed	R2	D1	8	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D1_8_0001.tif	NA	NA	NA	NA
R2-D2-A1-I0-PRI	CF_R2_D2_1	constant_fed	R2	D2	1	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_1.tif	NA	NA	NA	NA
R2-D2-A1-I1-PRI	CF_R2_D2_1_0001	constant_fed	R2	D2	1	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_1_0001.tif	NA	NA	NA	NA
R2-D2-A10-I0-PRI	CF_R2_D2_10	constant_fed	R2	D2	10	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_10.tif	NA	NA	NA	NA
R2-D2-A10-I1-PRI	CF_R2_D2_10_0001	constant_fed	R2	D2	10	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_10_0001.tif	NA	NA	NA	NA
R2-D2-A2-I0-PRI	CF_R2_D2_2	constant_fed	R2	D2	2	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_2.tif	NA	NA	NA	NA
R2-D2-A2-I1-PRI	CF_R2_D2_2_0001	constant_fed	R2	D2	2	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_2_0001.tif	NA	NA	NA	NA
R2-D2-A3-I0-PRI	CF_R2_D2_3	constant_fed	R2	D2	3	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_3.tif	NA	NA	NA	NA
R2-D2-A3-I1-PRI	CF_R2_D2_3_0001	constant_fed	R2	D2	3	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_3_0001.tif	NA	NA	NA	NA
R2-D2-A4-I0-PRI	CF_R2_D2_4	constant_fed	R2	D2	4	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_4.tif	NA	NA	NA	NA
R2-D2-A4-I1-PRI	CF_R2_D2_4_0001	constant_fed	R2	D2	4	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_4_0001.tif	NA	NA	NA	NA
R2-D2-A5-I0-PRI	CF_R2_D2_5	constant_fed	R2	D2	5	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_5.tif	NA	NA	NA	NA
R2-D2-A5-I1-PRI	CF_R2_D2_5_0001	constant_fed	R2	D2	5	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_5_0001.tif	NA	NA	NA	NA
R2-D2-A6-I0-PRI	CF_R2_D2_6	constant_fed	R2	D2	6	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_6.tif	NA	NA	NA	NA
R2-D2-A6-I1-PRI	CF_R2_D2_6_0001	constant_fed	R2	D2	6	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_6_0001.tif	NA	NA	NA	NA
R2-D2-A7-I0-PRI	CF_R2_D2_7	constant_fed	R2	D2	7	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_7.tif	NA	NA	NA	NA
R2-D2-A7-I1-PRI	CF_R2_D2_7_0001	constant_fed	R2	D2	7	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_7_0001.tif	NA	NA	NA	NA
R2-D2-A8-I0-PRI	CF_R2_D2_8	constant_fed	R2	D2	8	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_8.tif	NA	NA	NA	NA
R2-D2-A8-I1-PRI	CF_R2_D2_8_0001	constant_fed	R2	D2	8	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_8_0001.tif	NA	NA	NA	NA
R2-D2-A9-I0-PRI	CF_R2_D2_9	constant_fed	R2	D2	9	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_9.tif	NA	NA	NA	NA
R2-D2-A9-I1-PRI	CF_R2_D2_9_0001	constant_fed	R2	D2	9	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D2_9_0001.tif	NA	NA	NA	NA
R2-D3-A1-I0-PRI	CF_R2_D3_1	constant_fed	R2	D3	1	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_1.tif	NA	NA	NA	NA
R2-D3-A1-I1-PRI	CF_R2_D3_1_0001	constant_fed	R2	D3	1	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_1_0001.tif	NA	NA	NA	NA
R2-D3-A10-I0-PRI	CF_R2_D3_10	constant_fed	R2	D3	10	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_10.tif	NA	NA	NA	NA
R2-D3-A10-I1-PRI	CF_R2_D3_10_0001	constant_fed	R2	D3	10	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_10_0001.tif	NA	NA	NA	NA
R2-D3-A2-I0-PRI	CF_R2_D3_2	constant_fed	R2	D3	2	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_2.tif	NA	NA	NA	NA
R2-D3-A2-I1-PRI	CF_R2_D3_2_0001	constant_fed	R2	D3	2	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_2_0001.tif	NA	NA	NA	NA
R2-D3-A3-I0-PRI	CF_R2_D3_3	constant_fed	R2	D3	3	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_3.tif	NA	NA	NA	NA
R2-D3-A3-I1-PRI	CF_R2_D3_3_0001	constant_fed	R2	D3	3	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_3_0001.tif	NA	NA	NA	NA
R2-D3-A4-I0-PRI	CF_R2_D3_4	constant_fed	R2	D3	4	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_4.tif	NA	NA	NA	NA
R2-D3-A4-I1-PRI	CF_R2_D3_4_0001	constant_fed	R2	D3	4	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_4_0001.tif	NA	NA	NA	NA
R2-D3-A5-I0-PRI	CF_R2_D3_5	constant_fed	R2	D3	5	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_5.tif	NA	NA	NA	NA
R2-D3-A6-I0-PRI	CF_R2_D3_6	constant_fed	R2	D3	6	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_6.tif	NA	NA	NA	NA
R2-D3-A6-I1-PRI	CF_R2_D3_6_0001	constant_fed	R2	D3	6	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_6_0001.tif	NA	NA	NA	NA
R2-D3-A7-I0-PRI	CF_R2_D3_7	constant_fed	R2	D3	7	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_7.tif	NA	NA	NA	NA
R2-D3-A7-I1-PRI	CF_R2_D3_7_0001	constant_fed	R2	D3	7	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_7_0001.tif	NA	NA	NA	NA
R2-D3-A8-I0-PRI	CF_R2_D3_8	constant_fed	R2	D3	8	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_8.tif	NA	NA	NA	NA
R2-D3-A8-I1-PRI	CF_R2_D3_8_0001	constant_fed	R2	D3	8	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_8_0001.tif	NA	NA	NA	NA
R2-D3-A9-I0-PRI	CF_R2_D3_9	constant_fed	R2	D3	9	0	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_9.tif	NA	NA	NA	NA
R2-D3-A9-I1-PRI	CF_R2_D3_9_0001	constant_fed	R2	D3	9	1	primary	none	False	1_250720_constant_fed_raw/CF_R2_D3_9_0001.tif	NA	NA	NA	NA
R3-D1-A1-I0-PRI	CF_R3_D1_1	constant_fed	R3	D1	1	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_1.tif	NA	NA	NA	NA
R3-D1-A1-I1-PRI	CF_R3_D1_1_0001	constant_fed	R3	D1	1	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_1_0001.tif	NA	NA	NA	NA
R3-D1-A10-I0-PRI	CF_R3_D1_10	constant_fed	R3	D1	10	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_10.tif	NA	NA	NA	NA
R3-D1-A10-I1-PRI	CF_R3_D1_10_0001	constant_fed	R3	D1	10	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_10_0001.tif	NA	NA	NA	NA
R3-D1-A2-I0-PRI	CF_R3_D1_2	constant_fed	R3	D1	2	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_2.tif	NA	NA	NA	NA
R3-D1-A2-I1-PRI	CF_R3_D1_2_0001	constant_fed	R3	D1	2	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_2_0001.tif	NA	NA	NA	NA
R3-D1-A3-I0-PRI	CF_R3_D1_3	constant_fed	R3	D1	3	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_3.tif	NA	NA	NA	NA
R3-D1-A3-I1-PRI	CF_R3_D1_3_0001	constant_fed	R3	D1	3	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_3_0001.tif	NA	NA	NA	NA
R3-D1-A4-I0-PRI	CF_R3_D1_4	constant_fed	R3	D1	4	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_4.tif	NA	NA	NA	NA
R3-D1-A4-I1-PRI	CF_R3_D1_4_0001	constant_fed	R3	D1	4	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_4_0001.tif	NA	NA	NA	NA
R3-D1-A5-I0-PRI	CF_R3_D1_5	constant_fed	R3	D1	5	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_5.tif	NA	NA	NA	NA
R3-D1-A5-I1-PRI	CF_R3_D1_5_0001	constant_fed	R3	D1	5	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_5_0001.tif	NA	NA	NA	NA
R3-D1-A6-I0-PRI	CF_R3_D1_6	constant_fed	R3	D1	6	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_6.tif	NA	NA	NA	NA
R3-D1-A6-I1-PRI	CF_R3_D1_6_0001	constant_fed	R3	D1	6	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_6_0001.tif	NA	NA	NA	NA
R3-D1-A7-I0-PRI	CF_R3_D1_7	constant_fed	R3	D1	7	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_7.tif	NA	NA	NA	NA
R3-D1-A7-I1-PRI	CF_R3_D1_7_0001	constant_fed	R3	D1	7	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_7_0001.tif	NA	NA	NA	NA
R3-D1-A8-I0-PRI	CF_R3_D1_8	constant_fed	R3	D1	8	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_8.tif	NA	NA	NA	NA
R3-D1-A8-I1-PRI	CF_R3_D1_8_0001	constant_fed	R3	D1	8	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_8_0001.tif	NA	NA	NA	NA
R3-D1-A9-I0-PRI	CF_R3_D1_9	constant_fed	R3	D1	9	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_9.tif	NA	NA	NA	NA
R3-D1-A9-I1-PRI	CF_R3_D1_9_0001	constant_fed	R3	D1	9	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D1_9_0001.tif	NA	NA	NA	NA
R3-D2-A1-I0-PRI	CF_R3_D2_1	constant_fed	R3	D2	1	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_1.tif	NA	NA	NA	NA
R3-D2-A1-I1-PRI	CF_R3_D2_1_0001	constant_fed	R3	D2	1	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_1_0001.tif	NA	NA	NA	NA
R3-D2-A10-I0-PRI	CF_R3_D2_10	constant_fed	R3	D2	10	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_10.tif	NA	NA	NA	NA
R3-D2-A10-I1-PRI	CF_R3_D2_10_0001	constant_fed	R3	D2	10	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_10_0001.tif	NA	NA	NA	NA
R3-D2-A2-I0-PRI	CF_R3_D2_2	constant_fed	R3	D2	2	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_2.tif	NA	NA	NA	NA
R3-D2-A2-I1-PRI	CF_R3_D2_2_0001	constant_fed	R3	D2	2	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_2_0001.tif	NA	NA	NA	NA
R3-D2-A3-I0-PRI	CF_R3_D2_3	constant_fed	R3	D2	3	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_3.tif	NA	NA	NA	NA
R3-D2-A3-I1-PRI	CF_R3_D2_3_0001	constant_fed	R3	D2	3	1	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_3_0001.tif	NA	NA	NA	NA
R3-D2-A4-I0-PRI	CF_R3_D2_4	constant_fed	R3	D2	4	0	primary	none	False	1_250720_constant_fed_raw/CF_R3_D2_4.tif	NA	NA	NA	NA
